Date,Close
9/4/2015 16:00:00,36.85
9/8/2015 16:00:00,37.95
9/9/2015 16:00:00,37.15
9/10/2015 16:00:00,37.58
9/11/2015 16:00:00,37.2
9/14/2015 16:00:00,36.88
9/15/2015 16:00:00,37.01
9/16/2015 16:00:00,38.65
9/17/2015 16:00:00,38.7
9/18/2015 16:00:00,37.38
9/21/2015 16:00:00,37.45
9/22/2015 16:00:00,37.46
9/23/2015 16:00:00,37.3
9/24/2015 16:00:00,37
9/25/2015 16:00:00,36.7
9/28/2015 16:00:00,34.93
9/29/2015 16:00:00,34.68
9/30/2015 16:00:00,35.35
10/1/2015 16:00:00,34.91
10/2/2015 16:00:00,36.8
10/5/2015 16:00:00,37.71
10/6/2015 16:00:00,39.04
10/7/2015 16:00:00,39.86
10/8/2015 16:00:00,40.41
10/9/2015 16:00:00,39.65
10/12/2015 16:00:00,38.87
10/13/2015 16:00:00,38.47
10/14/2015 16:00:00,38.72
10/15/2015 16:00:00,39.26
10/16/2015 16:00:00,37.81
10/19/2015 16:00:00,37.36
10/20/2015 16:00:00,37.68
10/21/2015 16:00:00,38.4
10/22/2015 16:00:00,39.71
10/23/2015 16:00:00,39.21
10/26/2015 16:00:00,38.55
10/27/2015 16:00:00,37.48
10/28/2015 16:00:00,38.27
10/29/2015 16:00:00,38.19
10/30/2015 16:00:00,38.38
11/2/2015 16:00:00,39.29
11/3/2015 16:00:00,40.05
11/4/2015 16:00:00,39.21
11/5/2015 16:00:00,38.41
11/6/2015 16:00:00,39.35
11/9/2015 16:00:00,39.1
11/10/2015 16:00:00,38.91
11/11/2015 16:00:00,38.1
11/12/2015 16:00:00,37.49
11/13/2015 16:00:00,37.39
11/16/2015 16:00:00,38.49
11/17/2015 16:00:00,38.11
11/18/2015 16:00:00,38.88
11/19/2015 16:00:00,38.04
11/20/2015 16:00:00,38
11/23/2015 16:00:00,38.35
11/24/2015 16:00:00,39.74
11/25/2015 16:00:00,39.31
11/27/2015 16:00:00,39.13
11/30/2015 16:00:00,39.85
12/1/2015 16:00:00,40.4
12/2/2015 16:00:00,38.95
12/3/2015 16:00:00,38.01
12/4/2015 16:00:00,37.9
12/7/2015 16:00:00,36.57
12/8/2015 16:00:00,36.27
12/9/2015 16:00:00,38.3
12/10/2015 16:00:00,38.15
12/11/2015 16:00:00,36.96
12/14/2015 16:00:00,36.55
12/15/2015 16:00:00,37.1
12/16/2015 16:00:00,35.86
12/17/2015 16:00:00,34.18
12/18/2015 16:00:00,33.44
12/21/2015 16:00:00,33.4
12/22/2015 16:00:00,34.02
12/23/2015 16:00:00,35.45
12/24/2015 16:00:00,35.15
12/28/2015 16:00:00,34.3
12/29/2015 16:00:00,34.5
12/30/2015 16:00:00,34.13
12/31/2015 16:00:00,34.04
1/4/2016 16:00:00,34.48
1/5/2016 16:00:00,34.4
1/6/2016 16:00:00,33.42
1/7/2016 16:00:00,32.91
1/8/2016 16:00:00,32.46
1/11/2016 16:00:00,31.55
1/12/2016 16:00:00,31.47
1/13/2016 16:00:00,30.46
1/14/2016 16:00:00,31.84
1/15/2016 16:00:00,30.85
1/19/2016 16:00:00,29.79
1/20/2016 16:00:00,28.48
1/21/2016 16:00:00,29.29
1/22/2016 16:00:00,30.19
1/25/2016 16:00:00,29.28
1/26/2016 16:00:00,28.94
1/27/2016 16:00:00,29.06
1/28/2016 16:00:00,30.45
1/29/2016 16:00:00,31.79
2/1/2016 16:00:00,31.62
2/2/2016 16:00:00,30.52
2/3/2016 16:00:00,31.96
2/4/2016 16:00:00,32.43
2/5/2016 16:00:00,31.35
2/8/2016 16:00:00,30.83
2/9/2016 16:00:00,29.59
2/10/2016 16:00:00,29.59
2/11/2016 16:00:00,28.8
2/12/2016 16:00:00,29.11
2/16/2016 16:00:00,29.94
2/17/2016 16:00:00,31.4
2/18/2016 16:00:00,31.46
2/19/2016 16:00:00,31.37
2/22/2016 16:00:00,32.88
2/23/2016 16:00:00,32.09
2/24/2016 16:00:00,32.46
2/25/2016 16:00:00,32.5
2/26/2016 16:00:00,32.81
2/29/2016 16:00:00,32.28
3/1/2016 16:00:00,33.02
3/2/2016 16:00:00,33.66
3/3/2016 16:00:00,34.17
3/4/2016 16:00:00,34.88
3/7/2016 16:00:00,35.84
3/8/2016 16:00:00,34.48
3/9/2016 16:00:00,34.69
3/10/2016 16:00:00,34.51
3/11/2016 16:00:00,36.12
3/14/2016 16:00:00,35.5
3/15/2016 16:00:00,34.99
3/16/2016 16:00:00,35.47
3/17/2016 16:00:00,36.38
3/18/2016 16:00:00,36.3
3/21/2016 16:00:00,36.38
3/22/2016 16:00:00,35.97
3/23/2016 16:00:00,35.03
3/24/2016 16:00:00,35.22
3/28/2016 16:00:00,35.09
3/29/2016 16:00:00,35.02
3/30/2016 16:00:00,36.02
3/31/2016 16:00:00,35.72
4/1/2016 16:00:00,35.09
4/4/2016 16:00:00,34
4/5/2016 16:00:00,34.4
4/6/2016 16:00:00,36.44
4/7/2016 16:00:00,36.25
4/8/2016 16:00:00,37.33
4/11/2016 16:00:00,37.22
4/12/2016 16:00:00,37.66
4/13/2016 16:00:00,38.31
4/14/2016 16:00:00,38.38
4/15/2016 16:00:00,38.27
4/18/2016 16:00:00,38.99
4/19/2016 16:00:00,40.04
4/20/2016 16:00:00,40.34
4/21/2016 16:00:00,40.33
4/22/2016 16:00:00,40.84
4/25/2016 16:00:00,40.04
4/26/2016 16:00:00,40.22
4/27/2016 16:00:00,41.04
4/28/2016 16:00:00,41.04
4/29/2016 16:00:00,41.31
5/2/2016 16:00:00,42.05
5/3/2016 16:00:00,40.44
5/4/2016 16:00:00,39.86
5/5/2016 16:00:00,39.94
5/6/2016 16:00:00,39.44
5/9/2016 16:00:00,38.69
5/10/2016 16:00:00,38.84
5/11/2016 16:00:00,39.54
5/12/2016 16:00:00,40.05
5/13/2016 16:00:00,39.06
5/16/2016 16:00:00,40.18
5/17/2016 16:00:00,41.17
5/18/2016 16:00:00,40.28
5/19/2016 16:00:00,40.14
5/20/2016 16:00:00,40.91
5/23/2016 16:00:00,41.46
5/24/2016 16:00:00,41.42
5/25/2016 16:00:00,42.45
5/26/2016 16:00:00,42.64
5/27/2016 16:00:00,42.58
5/31/2016 16:00:00,42.18
6/1/2016 16:00:00,42.15
6/2/2016 16:00:00,42.13
6/3/2016 16:00:00,42.85
6/6/2016 16:00:00,44.89
6/7/2016 16:00:00,46.08
6/8/2016 16:00:00,46.29
6/9/2016 16:00:00,45.5
6/10/2016 16:00:00,44.38
6/13/2016 16:00:00,44.28
6/14/2016 16:00:00,43.99
6/15/2016 16:00:00,43.98
6/16/2016 16:00:00,43.19
6/17/2016 16:00:00,44.11
6/20/2016 16:00:00,43.79
6/21/2016 16:00:00,44.62
6/22/2016 16:00:00,44.66
6/23/2016 16:00:00,45.84
6/24/2016 16:00:00,43.92
6/27/2016 16:00:00,41.88
6/28/2016 16:00:00,43.27
6/29/2016 16:00:00,44.59
6/30/2016 16:00:00,45.29
7/1/2016 16:00:00,45.56
7/5/2016 16:00:00,43.53
7/6/2016 16:00:00,43.65
7/7/2016 16:00:00,43.55
7/8/2016 16:00:00,45.03
7/11/2016 16:00:00,44.48
7/12/2016 16:00:00,46.03
7/13/2016 16:00:00,45.21
7/14/2016 16:00:00,45.81
7/15/2016 16:00:00,45.46
7/18/2016 16:00:00,45.61
7/19/2016 16:00:00,44.99
7/20/2016 16:00:00,44.28
7/21/2016 16:00:00,43.54
7/22/2016 16:00:00,43.83
7/25/2016 16:00:00,42.54
7/26/2016 16:00:00,43.24
7/27/2016 16:00:00,42.92
7/28/2016 16:00:00,42.77
7/29/2016 16:00:00,43.66
8/1/2016 16:00:00,42.28
8/2/2016 16:00:00,42.06
8/3/2016 16:00:00,42.94
8/4/2016 16:00:00,42.99
8/5/2016 16:00:00,43.71
8/8/2016 16:00:00,44.26
8/9/2016 16:00:00,44.05
8/10/2016 16:00:00,43.76
8/11/2016 16:00:00,44.08
8/12/2016 16:00:00,43.84
8/15/2016 16:00:00,44.45
8/16/2016 16:00:00,44.62
8/17/2016 16:00:00,45.1
8/18/2016 16:00:00,46.46
8/19/2016 16:00:00,46.85
8/22/2016 16:00:00,45.08
8/23/2016 16:00:00,44.99
8/24/2016 16:00:00,44.35
8/25/2016 16:00:00,44.57
8/26/2016 16:00:00,44.56
8/29/2016 16:00:00,44.74
8/30/2016 16:00:00,44.07
8/31/2016 16:00:00,43.01
9/1/2016 16:00:00,43.21
9/2/2016 16:00:00,43.32
9/6/2016 16:00:00,43.73
9/7/2016 16:00:00,43.57
9/8/2016 16:00:00,44.12
9/9/2016 16:00:00,41.95
9/12/2016 16:00:00,42.4
9/13/2016 16:00:00,41.11
9/14/2016 16:00:00,41.26
9/15/2016 16:00:00,41.77
9/16/2016 16:00:00,41.04
9/19/2016 16:00:00,41.28
9/20/2016 16:00:00,41.26
9/21/2016 16:00:00,42.72
9/22/2016 16:00:00,42.65
9/23/2016 16:00:00,41.84
9/26/2016 16:00:00,41.38
9/27/2016 16:00:00,40.95
9/28/2016 16:00:00,42.79
9/29/2016 16:00:00,44.18
9/30/2016 16:00:00,44.88
10/3/2016 16:00:00,44.9
10/4/2016 16:00:00,44.59
10/5/2016 16:00:00,45.72
10/6/2016 16:00:00,46.37
10/7/2016 16:00:00,46.26
10/10/2016 16:00:00,47.26
10/11/2016 16:00:00,46.64
10/12/2016 16:00:00,46.96
10/13/2016 16:00:00,47.02
10/14/2016 16:00:00,46.97
10/17/2016 16:00:00,46.32
10/18/2016 16:00:00,47.07
10/19/2016 16:00:00,49.07
10/20/2016 16:00:00,48.75
10/21/2016 16:00:00,48.43
10/24/2016 16:00:00,48.24
10/25/2016 16:00:00,47.77
10/26/2016 16:00:00,47.62
10/27/2016 16:00:00,47.55
10/28/2016 16:00:00,46.58
10/31/2016 16:00:00,46
11/1/2016 16:00:00,46.23
11/2/2016 16:00:00,45.93
11/3/2016 16:00:00,46.58
11/4/2016 16:00:00,46.38
11/7/2016 16:00:00,47.44
11/8/2016 16:00:00,47.12
11/9/2016 16:00:00,47.82
11/10/2016 16:00:00,48.81
11/11/2016 16:00:00,48.01
11/14/2016 16:00:00,48.14
11/15/2016 16:00:00,49.76
11/16/2016 16:00:00,48.76
11/17/2016 16:00:00,48.6
11/18/2016 16:00:00,49.31
11/21/2016 16:00:00,50.1
11/22/2016 16:00:00,49.84
11/23/2016 16:00:00,49.47
11/25/2016 16:00:00,49.51
11/28/2016 16:00:00,48.8
11/29/2016 16:00:00,47.79
11/30/2016 16:00:00,53.09
12/1/2016 16:00:00,53.24
12/2/2016 16:00:00,54.17
12/5/2016 16:00:00,53.9
12/6/2016 16:00:00,54.02
12/7/2016 16:00:00,53.54
12/8/2016 16:00:00,54.43
12/9/2016 16:00:00,54.2
12/12/2016 16:00:00,54.49
12/13/2016 16:00:00,54.9
12/14/2016 16:00:00,53.51
12/15/2016 16:00:00,53.79
12/16/2016 16:00:00,53.99
12/19/2016 16:00:00,53.72
12/20/2016 16:00:00,53.33
12/21/2016 16:00:00,54.96
12/22/2016 16:00:00,55.07
12/23/2016 16:00:00,54.84
12/27/2016 16:00:00,54.91
12/28/2016 16:00:00,54.3
12/29/2016 16:00:00,54.04
12/30/2016 16:00:00,54.09
1/3/2017 16:00:00,55.68
1/4/2017 16:00:00,55.89
1/5/2017 16:00:00,56.21
1/6/2017 16:00:00,56.66
1/9/2017 16:00:00,56.07
1/10/2017 16:00:00,54.64
1/11/2017 16:00:00,55.39
1/12/2017 16:00:00,55.18
1/13/2017 16:00:00,54.54
1/17/2017 16:00:00,55.01
1/18/2017 16:00:00,55.13
1/19/2017 16:00:00,55.34
1/20/2017 16:00:00,56.45
1/23/2017 16:00:00,54.8
1/24/2017 16:00:00,56.62
1/25/2017 16:00:00,57.41
1/26/2017 16:00:00,58.06
1/27/2017 16:00:00,58.21
1/30/2017 16:00:00,56.48
1/31/2017 16:00:00,56.57
2/1/2017 16:00:00,56.23
2/2/2017 16:00:00,56.29
2/3/2017 16:00:00,56.58
2/6/2017 16:00:00,56.1
2/7/2017 16:00:00,54.88
2/8/2017 16:00:00,55.44
2/9/2017 16:00:00,56.68
2/10/2017 16:00:00,56.13
2/13/2017 16:00:00,56.32
2/14/2017 16:00:00,56.54
2/15/2017 16:00:00,55.77
2/16/2017 16:00:00,54.31
2/17/2017 16:00:00,53.71
2/21/2017 16:00:00,53.84
2/22/2017 16:00:00,53.06
2/23/2017 16:00:00,53.19
2/24/2017 16:00:00,52.87
2/27/2017 16:00:00,53.2
2/28/2017 16:00:00,53.46
3/1/2017 16:00:00,54.7
3/2/2017 16:00:00,53.87
3/3/2017 16:00:00,53.87
3/6/2017 16:00:00,53.8
3/7/2017 16:00:00,52.97
3/8/2017 16:00:00,51.29
3/9/2017 16:00:00,50.89
3/10/2017 16:00:00,50.91
3/13/2017 16:00:00,50.88
3/14/2017 16:00:00,49.8
3/15/2017 16:00:00,51.54
3/16/2017 16:00:00,50.92
3/17/2017 16:00:00,50.78
3/20/2017 16:00:00,50.64
3/21/2017 16:00:00,50.15
3/22/2017 16:00:00,49.83
3/23/2017 16:00:00,49.71
3/24/2017 16:00:00,49.41
3/27/2017 16:00:00,47.78
3/28/2017 16:00:00,48.02
3/29/2017 16:00:00,49.22
3/30/2017 16:00:00,49.02
3/31/2017 16:00:00,49.21
4/3/2017 16:00:00,49.28
4/4/2017 16:00:00,49.55
4/5/2017 16:00:00,49.85
4/6/2017 16:00:00,50.15
4/7/2017 16:00:00,49.68
4/10/2017 16:00:00,49.97
4/11/2017 16:00:00,50.01
4/12/2017 16:00:00,49.33
4/13/2017 16:00:00,48.38
4/17/2017 16:00:00,48.84
4/18/2017 16:00:00,48.53
4/19/2017 16:00:00,47.43
4/20/2017 16:00:00,47.69
4/21/2017 16:00:00,47.06
4/24/2017 16:00:00,46.75
4/25/2017 16:00:00,47.02
4/26/2017 16:00:00,46.99
4/27/2017 16:00:00,46.4
4/28/2017 16:00:00,45.88
5/1/2017 16:00:00,45.77
5/2/2017 16:00:00,45.3
5/3/2017 16:00:00,45.25
5/4/2017 16:00:00,44.6
5/5/2017 16:00:00,45.58
5/8/2017 16:00:00,45.36
5/9/2017 16:00:00,45.03
5/10/2017 16:00:00,45.81
5/11/2017 16:00:00,45.61
5/12/2017 16:00:00,45.14
5/15/2017 16:00:00,46.51
5/16/2017 16:00:00,46.78
5/17/2017 16:00:00,46.34
5/18/2017 16:00:00,46.58
5/19/2017 16:00:00,47.78
5/22/2017 16:00:00,47.12
5/23/2017 16:00:00,47.6
5/24/2017 16:00:00,47.71
5/25/2017 16:00:00,45.41
5/26/2017 16:00:00,45.76
5/30/2017 16:00:00,45.15
5/31/2017 16:00:00,45.19
6/1/2017 16:00:00,45.49
6/2/2017 16:00:00,45.3
6/5/2017 16:00:00,45.32
6/6/2017 16:00:00,46
6/7/2017 16:00:00,44.4
6/8/2017 16:00:00,44.13
6/9/2017 16:00:00,44.85
6/12/2017 16:00:00,44.92
6/13/2017 16:00:00,45.84
6/14/2017 16:00:00,44.83
6/15/2017 16:00:00,44.08
6/16/2017 16:00:00,44.27
6/19/2017 16:00:00,43.97
6/20/2017 16:00:00,43.4
6/21/2017 16:00:00,42.23
6/22/2017 16:00:00,41.9
6/23/2017 16:00:00,41.5
6/26/2017 16:00:00,41.7
6/27/2017 16:00:00,41.53
6/28/2017 16:00:00,42.01
6/29/2017 16:00:00,42.42
6/30/2017 16:00:00,42.71
7/3/2017 16:00:00,43.72
7/5/2017 16:00:00,42.86
7/6/2017 16:00:00,42.02
7/7/2017 16:00:00,41.78
7/10/2017 16:00:00,42.32
7/11/2017 16:00:00,42.71
7/12/2017 16:00:00,42.78
7/13/2017 16:00:00,43.77
7/14/2017 16:00:00,44.22
7/17/2017 16:00:00,44.11
7/18/2017 16:00:00,44
7/19/2017 16:00:00,45.58
7/20/2017 16:00:00,45.38
7/21/2017 16:00:00,44.38
7/24/2017 16:00:00,42.51
7/25/2017 16:00:00,42.69
7/26/2017 16:00:00,43.32
7/27/2017 16:00:00,43.09
7/28/2017 16:00:00,42.93
7/31/2017 16:00:00,42.44
8/1/2017 16:00:00,42.45
8/2/2017 16:00:00,42.85
8/3/2017 16:00:00,42.03
8/4/2017 16:00:00,41.99
8/7/2017 16:00:00,41.45
8/8/2017 16:00:00,41.03
8/9/2017 16:00:00,41.29
8/10/2017 16:00:00,40.51
8/11/2017 16:00:00,40.02
8/14/2017 16:00:00,39.91
8/15/2017 16:00:00,39.55
8/16/2017 16:00:00,39.32
8/17/2017 16:00:00,38.69
8/18/2017 16:00:00,38.99
8/21/2017 16:00:00,38.74
8/22/2017 16:00:00,38.66
8/23/2017 16:00:00,39.03
8/24/2017 16:00:00,38.79
8/25/2017 16:00:00,39.01
8/28/2017 16:00:00,38.79
8/29/2017 16:00:00,38.72
8/30/2017 16:00:00,38.67
8/31/2017 16:00:00,38.97
9/1/2017 16:00:00,38.9
9/5/2017 16:00:00,39.83
9/6/2017 16:00:00,41.01
9/7/2017 16:00:00,41.31
9/8/2017 16:00:00,40.29
9/11/2017 16:00:00,40.63
9/12/2017 16:00:00,41.26
9/13/2017 16:00:00,41.8
9/14/2017 16:00:00,42.18
9/15/2017 16:00:00,42.31
9/18/2017 16:00:00,42.62
9/19/2017 16:00:00,42.81
9/20/2017 16:00:00,43.61
9/21/2017 16:00:00,43.48
9/22/2017 16:00:00,44.25
9/25/2017 16:00:00,44.69
9/26/2017 16:00:00,44.64
9/27/2017 16:00:00,45.58
9/28/2017 16:00:00,45.83
9/29/2017 16:00:00,46.03
10/2/2017 16:00:00,45.53
10/3/2017 16:00:00,44.93
10/4/2017 16:00:00,45.18
10/5/2017 16:00:00,45.09
10/6/2017 16:00:00,44.75
10/9/2017 16:00:00,44.93
10/10/2017 16:00:00,45.03
10/11/2017 16:00:00,45.51
10/12/2017 16:00:00,44.76
10/13/2017 16:00:00,44.72
10/16/2017 16:00:00,44.61
10/17/2017 16:00:00,44.46
10/18/2017 16:00:00,43.77
10/19/2017 16:00:00,43.42
10/20/2017 16:00:00,43.33
10/23/2017 16:00:00,42.24
10/24/2017 16:00:00,41.37
10/25/2017 16:00:00,41.46
10/26/2017 16:00:00,41.24
10/27/2017 16:00:00,42.43
10/30/2017 16:00:00,42.93
10/31/2017 16:00:00,42.74
11/1/2017 16:00:00,43.05
11/2/2017 16:00:00,42.69
11/3/2017 16:00:00,43.23
11/6/2017 16:00:00,45.08
11/7/2017 16:00:00,45.27
11/8/2017 16:00:00,45.12
11/9/2017 16:00:00,45.01
11/10/2017 16:00:00,44.58
11/13/2017 16:00:00,44.21
11/14/2017 16:00:00,42.94
11/15/2017 16:00:00,41.69
11/16/2017 16:00:00,41.51
11/17/2017 16:00:00,41.77
11/20/2017 16:00:00,41.57
11/21/2017 16:00:00,41.17
11/22/2017 16:00:00,41.43
11/24/2017 13:00:00,41.58
11/27/2017 16:00:00,41.07
11/28/2017 16:00:00,41.02
11/29/2017 16:00:00,41.3
11/30/2017 16:00:00,41.78
12/1/2017 16:00:00,43.06
12/4/2017 16:00:00,43.89
12/5/2017 16:00:00,43.63
12/6/2017 16:00:00,43.38
12/7/2017 16:00:00,43.46
12/8/2017 16:00:00,43.99
12/11/2017 16:00:00,45.16
12/12/2017 16:00:00,45.24
12/13/2017 16:00:00,44.76
12/14/2017 16:00:00,44.41
12/15/2017 16:00:00,44.61
12/18/2017 16:00:00,45.48
12/19/2017 16:00:00,45.87
12/20/2017 16:00:00,47.42
12/21/2017 16:00:00,48.17
12/22/2017 16:00:00,48.01
12/26/2017 16:00:00,48.77
12/27/2017 16:00:00,48.82
12/28/2017 16:00:00,48.57
12/29/2017 16:00:00,48.87
1/2/2018 16:00:00,49.61
1/3/2018 16:00:00,50.5
1/4/2018 16:00:00,51.63
1/5/2018 16:00:00,51.82
1/8/2018 16:00:00,52.29
1/9/2018 16:00:00,52.11
1/10/2018 16:00:00,52.47
1/11/2018 16:00:00,53.33
1/12/2018 16:00:00,53.14
1/16/2018 16:00:00,52.13
1/17/2018 16:00:00,52.85
1/18/2018 16:00:00,52.36
1/19/2018 16:00:00,53.01
1/22/2018 16:00:00,56.4
1/23/2018 16:00:00,56.83
1/24/2018 16:00:00,55.34
1/25/2018 16:00:00,55.2
1/26/2018 16:00:00,55.61
1/29/2018 16:00:00,54.8
1/30/2018 16:00:00,54.14
1/31/2018 16:00:00,53.7
2/1/2018 16:00:00,54.51
2/2/2018 16:00:00,52.19
2/5/2018 16:00:00,50.04
2/6/2018 16:00:00,50.63
2/7/2018 16:00:00,49.69
2/8/2018 16:00:00,47.41
2/9/2018 16:00:00,46.7
2/12/2018 16:00:00,47.92
2/13/2018 16:00:00,47.39
2/14/2018 16:00:00,47.87
2/15/2018 16:00:00,46.89
2/16/2018 16:00:00,47.5
2/20/2018 16:00:00,47.16
2/21/2018 16:00:00,46.55
2/22/2018 16:00:00,47.13
2/23/2018 16:00:00,48.45
2/26/2018 16:00:00,48.23
2/27/2018 16:00:00,47.62
2/28/2018 16:00:00,46.42
3/1/2018 16:00:00,46.03
3/2/2018 16:00:00,46.03
3/5/2018 16:00:00,46.26
3/6/2018 16:00:00,45.92
3/7/2018 16:00:00,45.83
3/8/2018 16:00:00,46.01
3/9/2018 16:00:00,46.99
3/12/2018 16:00:00,46.92
3/13/2018 16:00:00,46.1
3/14/2018 16:00:00,46.24
3/15/2018 16:00:00,45.29
3/16/2018 16:00:00,45.91
3/19/2018 16:00:00,44.68
3/20/2018 16:00:00,45.49
3/21/2018 16:00:00,47.11
3/22/2018 16:00:00,46.38
3/23/2018 16:00:00,46.44
3/26/2018 16:00:00,47.21
3/27/2018 16:00:00,46.88
3/28/2018 16:00:00,46.05
3/29/2018 16:00:00,46.94
4/2/2018 16:00:00,46.09
4/3/2018 16:00:00,46.8
4/4/2018 16:00:00,46.78
4/5/2018 16:00:00,47.68
4/6/2018 16:00:00,47
4/9/2018 16:00:00,46.56
4/10/2018 16:00:00,48.82
4/11/2018 16:00:00,49.59
4/12/2018 16:00:00,50.21
4/13/2018 16:00:00,50.78
4/16/2018 16:00:00,50.76
4/17/2018 16:00:00,50.89
4/18/2018 16:00:00,52.09
4/19/2018 16:00:00,52.01
4/20/2018 16:00:00,51.96
4/23/2018 16:00:00,52.05
4/24/2018 16:00:00,51.37
4/25/2018 16:00:00,51.75
4/26/2018 16:00:00,52.6
4/27/2018 16:00:00,52.83
4/30/2018 16:00:00,52.99
5/1/2018 16:00:00,52.44
5/2/2018 16:00:00,52.64
5/3/2018 16:00:00,52.31
5/4/2018 16:00:00,52.19
5/7/2018 16:00:00,52.03
5/8/2018 16:00:00,51.87
5/9/2018 16:00:00,52.7
5/10/2018 16:00:00,52.71
5/11/2018 16:00:00,52.28
5/14/2018 16:00:00,52.5
5/15/2018 16:00:00,52.72
5/16/2018 16:00:00,52.97
5/17/2018 16:00:00,54.37
5/18/2018 16:00:00,54.32
5/21/2018 16:00:00,54.4
5/22/2018 16:00:00,53.24
5/23/2018 16:00:00,52.92
5/24/2018 16:00:00,52.27
5/25/2018 16:00:00,50.19
5/29/2018 16:00:00,49.76
5/30/2018 16:00:00,50.41
5/31/2018 16:00:00,49.74
6/1/2018 16:00:00,49.08
6/4/2018 16:00:00,47.95
6/5/2018 16:00:00,47.87
6/6/2018 16:00:00,48.3
