Date,Close
3/3/2015 16:00:00,8.9
3/4/2015 16:00:00,8.76
3/5/2015 16:00:00,8.78
3/6/2015 16:00:00,8.73
3/9/2015 16:00:00,8.73
3/10/2015 16:00:00,8.44
3/11/2015 16:00:00,8.53
3/12/2015 16:00:00,8.71
3/13/2015 16:00:00,8.53
3/16/2015 16:00:00,8.57
3/17/2015 16:00:00,8.56
3/18/2015 16:00:00,8.48
3/19/2015 16:00:00,8.53
3/20/2015 16:00:00,8.62
3/23/2015 16:00:00,8.66
3/24/2015 16:00:00,8.74
3/25/2015 16:00:00,8.62
3/26/2015 16:00:00,8.6
3/27/2015 16:00:00,8.34
3/30/2015 16:00:00,8.46
3/31/2015 16:00:00,8.46
4/1/2015 16:00:00,8.37
4/2/2015 16:00:00,8.5
4/6/2015 16:00:00,8.46
4/7/2015 16:00:00,8.57
4/8/2015 16:00:00,8.69
4/9/2015 16:00:00,8.73
4/10/2015 16:00:00,8.96
4/13/2015 16:00:00,9.01
4/14/2015 16:00:00,9.12
4/15/2015 16:00:00,9.06
4/16/2015 16:00:00,9.09
4/17/2015 16:00:00,9.06
4/20/2015 16:00:00,9.22
4/21/2015 16:00:00,9.16
4/22/2015 16:00:00,9.12
4/23/2015 16:00:00,9.19
4/24/2015 16:00:00,9.26
4/27/2015 16:00:00,9.24
4/28/2015 16:00:00,9.18
4/29/2015 16:00:00,9.31
4/30/2015 16:00:00,9.22
5/1/2015 16:00:00,9.19
5/4/2015 16:00:00,9.2
5/5/2015 16:00:00,9
5/6/2015 16:00:00,8.86
5/7/2015 16:00:00,8.83
5/8/2015 16:00:00,8.97
5/11/2015 16:00:00,8.93
5/12/2015 16:00:00,8.95
5/13/2015 16:00:00,8.95
5/14/2015 16:00:00,8.99
5/15/2015 16:00:00,8.93
5/19/2015 16:00:00,9.08
5/20/2015 16:00:00,9.06
5/21/2015 16:00:00,9.22
5/22/2015 16:00:00,9.12
5/25/2015 16:00:00,9.09
5/26/2015 16:00:00,9
5/27/2015 16:00:00,9.02
5/28/2015 16:00:00,8.9
5/29/2015 16:00:00,8.79
6/1/2015 16:00:00,8.75
6/2/2015 16:00:00,8.88
6/3/2015 16:00:00,9.02
6/4/2015 16:00:00,8.82
6/5/2015 16:00:00,8.79
6/8/2015 16:00:00,8.66
6/9/2015 16:00:00,8.68
6/10/2015 16:00:00,8.83
6/11/2015 16:00:00,8.61
6/12/2015 16:00:00,8.56
6/15/2015 16:00:00,8.73
6/16/2015 16:00:00,8.72
6/17/2015 16:00:00,8.69
6/18/2015 16:00:00,8.63
6/19/2015 16:00:00,8.43
6/23/2015 16:00:00,8.77
6/24/2015 16:00:00,8.79
6/26/2015 16:00:00,8.61
6/29/2015 16:00:00,8.28
6/30/2015 16:00:00,8.43
